pushup_pose,pose_world_landmarks
0,"[ 0.07903001  0.00707722 -0.739429    0.99916053  0.08868661 -0.0109022
 -0.75806469  0.99836332  0.08391815 -0.00763464 -0.74565339  0.99759656
  0.08470677 -0.0078092  -0.74979305  0.99846965  0.06971477 -0.02014432
 -0.78370786  0.99933904  0.06992025 -0.01780896 -0.7999571   0.99921262
  0.06540974 -0.00168055 -0.77729207  0.99941504  0.15610503 -0.08223701
 -0.66552609  0.99919611 -0.02157669 -0.05848537 -0.72742099  0.99939954
  0.11519454 -0.01448598 -0.68146956  0.99798691  0.06073341  0.00493557
 -0.72091025  0.99836224  0.28064352 -0.16773711 -0.47200468  0.99999022
 -0.05605012 -0.21511984 -0.4924694   0.99995327  0.51049191 -0.11789584
 -0.40802521  0.89411598 -0.29009867 -0.08658574 -0.4951559   0.98930091
  0.5435816   0.09901674 -0.37172976  0.78302795 -0.34899652  0.14474466
 -0.5120005   0.9682036   0.59906757  0.09589031 -0.38077313  0.64053142
 -0.33896863  0.16901697 -0.57473564  0.8879317   0.53853738  0.11806034
 -0.39371011  0.74071306 -0.25831097  0.1736801  -0.57076639  0.92182434
  0.5285809   0.13521281 -0.37462366  0.67899013 -0.3257072   0.15720822
 -0.52339435  0.83682299  0.10098238  0.02147257  0.0590291   0.99955148
 -0.09868795 -0.02364917 -0.060192    0.99953473 -0.04870719  0.14433667
  0.38580722  0.01284551 -0.09199579  0.05351356  0.31262258  0.02320192
 -0.04945724  0.16813418  0.76382309  0.0097381  -0.17089958  0.1022985
  0.7371164   0.0105634  -0.06128127  0.15914226  0.81345558  0.00894792
 -0.17369577  0.10444233  0.74983478  0.00647321 -0.05697029  0.2150332
  0.85463065  0.02262678 -0.17330602  0.16223752  0.7627818   0.01550251]"
1,"[ 0.17984532 -0.24679418 -0.7147631   0.9994598   0.17379843 -0.27641264
 -0.72398764  0.99927908  0.17130139 -0.27598581 -0.71389103  0.99936718
  0.17353103 -0.27778244 -0.71760219  0.99965584  0.15957615 -0.28066143
 -0.7479803   0.99863297  0.16096109 -0.27849999 -0.7626065   0.99811077
  0.155114   -0.26387036 -0.738675    0.99784517  0.19477153 -0.29383236
 -0.62448418  0.99988651  0.03889547 -0.24864662 -0.66329896  0.99677986
  0.199414   -0.23586434 -0.6571663   0.99923229  0.15295684 -0.2126385
 -0.69224679  0.99761581  0.23042135 -0.20313808 -0.48993349  0.99999213
  0.003507   -0.33594748 -0.37038571  0.99527198  0.31038028 -0.00673295
 -0.50392348  0.98690087 -0.15928175 -0.31881464 -0.29687411  0.11932643
  0.35858449  0.30354583 -0.44413975  0.94310558 -0.05494832 -0.30308285
 -0.17161317  0.0030441   0.40572572  0.31044638 -0.45686084  0.85895669
  0.02208119 -0.31141835 -0.18265986  0.00209096  0.35032642  0.33515653
 -0.46581799  0.89235187  0.06495037 -0.3511807  -0.17682381  0.0023646
  0.34036121  0.34214425 -0.44747567  0.84951234 -0.0281688  -0.31779939
 -0.17747504  0.00228796  0.08509087  0.01981074  0.02421437  0.99994397
 -0.07982067 -0.02196101 -0.02690379  0.99990594  0.10214443  0.24278137
  0.31459314  0.34180695 -0.24649411  0.11161444  0.30437031  0.87018257
  0.12126949  0.29307875  0.68580437  0.48178393 -0.4677572   0.23572211
  0.61883175  0.94813251  0.1107263   0.29458898  0.73268455  0.32837901
 -0.48903552  0.24376325  0.6203205   0.71169901  0.0945684   0.35466203
  0.74297035  0.61099106 -0.4884975   0.30028272  0.57542837  0.8888672 ]"
1,"[ 0.63600421  0.05427462 -0.14910705  0.99998975  0.66073227  0.0260472
 -0.15369804  0.99996293  0.66116774  0.02749191 -0.1418466   0.99998081
  0.66199696  0.02801449 -0.14568807  0.99997723  0.66340691  0.03551675
 -0.1976756   0.99997449  0.66202265  0.03670949 -0.2087027   0.99999154
  0.65132904  0.04385496 -0.18681271  0.99998665  0.63057661 -0.06838959
 -0.09766161  0.99998808  0.54722869 -0.04726718 -0.23880869  0.99998319
  0.6193738   0.03786799 -0.11337635  0.99994874  0.57435292  0.04258846
 -0.18041287  0.99994826  0.46334007 -0.07782243  0.06764654  0.99997509
  0.49781442 -0.00984023 -0.14328648  0.99998045  0.48072436  0.14407229
  0.11300498  0.52365136  0.40450791  0.23834407 -0.19601482  0.99870396
  0.47653738  0.34905329  0.13957901  0.71692663  0.4124665   0.41674662
 -0.17671655  0.99927634  0.56321096  0.33991399  0.15761568  0.77451146
  0.49396521  0.44937673 -0.2432339   0.99943179  0.56794     0.33194023
  0.12329077  0.78959274  0.55683768  0.42733949 -0.20719846  0.99940526
  0.47806734  0.36730114  0.12421335  0.75304568  0.44972372  0.4137927
 -0.17183228  0.9985643   0.00498672 -0.01827838  0.10867835  0.9998436
  0.00234306  0.01972036 -0.10842139  0.99994278 -0.42247853  0.10022128
  0.14282694  0.34359202 -0.33423534  0.14109001 -0.05703536  0.99374795
 -0.73177683  0.22067353  0.26105398  0.72536826 -0.72448832  0.22281286
  0.03178005  0.99821895 -0.76045746  0.21764651  0.28093198  0.91888565
 -0.7564171   0.23543987  0.00423513  0.99813449 -0.67779726  0.29651403
  0.2875095   0.93398452 -0.66109788  0.3055023  -0.02315767  0.99732614]"
1,"[-6.63911045e-01 -1.33373752e-01 -1.15755595e-01  9.99885559e-01
 -6.57038748e-01 -1.73111379e-01 -1.48165658e-01  9.99712765e-01
 -6.56984270e-01 -1.73130125e-01 -1.35121509e-01  9.99761760e-01
 -6.57925963e-01 -1.72903761e-01 -1.38269216e-01  9.99755681e-01
 -6.69731319e-01 -1.86041564e-01 -1.27477214e-01  9.99852061e-01
 -6.67550385e-01 -1.87184319e-01 -1.39915496e-01  9.99911070e-01
 -6.54565156e-01 -1.87375009e-01 -1.19599976e-01  9.99933362e-01
 -5.61795115e-01 -2.48576328e-01 -2.02630311e-01  9.99811471e-01
 -5.43252349e-01 -2.43552819e-01 -4.59273495e-02  9.99892592e-01
 -6.19430602e-01 -1.62768722e-01 -1.19801916e-01  9.99599874e-01
 -5.91627479e-01 -1.56704351e-01 -1.04688466e-01  9.99680877e-01
 -4.03492510e-01 -1.72709987e-01 -1.90308630e-01  9.99883175e-01
 -4.64812070e-01 -2.14133739e-01  1.88601196e-01  9.99662161e-01
 -4.03528154e-01  4.20225710e-02 -2.49892890e-01  9.74336326e-01
 -3.83563668e-01  4.36598212e-02  1.88259885e-01  2.86585819e-02
 -4.20164049e-01  2.61456639e-01 -1.62645236e-01  9.71135020e-01
 -4.27070498e-01  2.92390436e-01  1.16134755e-01  2.60211200e-01
 -4.70657468e-01  2.90507853e-01 -1.70443624e-01  9.72978592e-01
 -4.69916999e-01  2.83747971e-01  9.46696103e-02  3.74947071e-01
 -4.88608360e-01  2.86281228e-01 -1.47430986e-01  9.71884251e-01
 -4.91331220e-01  2.64631987e-01  6.23846389e-02  3.94140154e-01
 -4.18981582e-01  2.66364992e-01 -1.54326916e-01  9.41097677e-01
 -4.46267873e-01  2.96254724e-01  9.41979513e-02  3.60202283e-01
  5.33403538e-04  2.13778345e-03 -7.87670389e-02  9.99563515e-01
 -4.30604769e-03 -5.77385304e-03  7.91443065e-02  9.99407649e-01
  3.67480069e-01  2.17707023e-01 -7.61004016e-02  7.12996483e-01
  2.99080461e-01  1.51840061e-01  1.28671825e-01  1.17210299e-02
  7.30344713e-01  3.61451447e-01 -2.67456956e-02  8.75493646e-01
  6.85168087e-01  3.80906224e-01  2.39230260e-01  6.72689527e-02
  7.54490912e-01  3.99058014e-01 -1.91197786e-02  8.77132535e-01
  7.12570131e-01  4.08315331e-01  2.08203614e-01  1.83904037e-01
  6.63235664e-01  4.91819799e-01 -6.54340982e-02  9.12393630e-01
  6.22920275e-01  4.78065968e-01  1.70029700e-01  2.59105623e-01]"
1,"[ 6.29129708e-01  3.19300517e-02 -1.09795794e-01  9.99987602e-01
  6.53936446e-01  3.30210477e-03 -1.12026386e-01  9.99929190e-01
  6.55003488e-01  4.00713831e-03 -1.00568525e-01  9.99972582e-01
  6.55827403e-01  5.17995656e-03 -1.03922337e-01  9.99956012e-01
  6.57839537e-01  7.30845332e-03 -1.58218145e-01  9.99951720e-01
  6.57216311e-01  8.22273642e-03 -1.69152707e-01  9.99989510e-01
  6.46246791e-01  1.62878633e-02 -1.47252202e-01  9.99978662e-01
  6.25311792e-01 -9.35129300e-02 -4.42071445e-02  9.99976993e-01
  5.49319625e-01 -8.41309428e-02 -1.99944437e-01  9.99976397e-01
  6.14460349e-01  1.69217512e-02 -7.15026632e-02  9.99919295e-01
  5.70777237e-01  1.86868459e-02 -1.40784666e-01  9.99940157e-01
  4.39641654e-01 -6.66849390e-02  1.35689676e-01  9.99988914e-01
  5.15865862e-01 -5.09441793e-02 -1.25180706e-01  9.99994993e-01
  4.50101018e-01  1.71598732e-01  1.73028469e-01  6.29206359e-01
  4.20807809e-01  1.95770726e-01 -2.05405459e-01  9.99284804e-01
  4.24088031e-01  3.83961082e-01  1.83885336e-01  8.47405434e-01
  3.98399234e-01  3.88894081e-01 -2.26051196e-01  9.99834061e-01
  5.15941441e-01  3.69292021e-01  2.08370313e-01  8.82529318e-01
  4.92758691e-01  4.14604276e-01 -3.00811321e-01  9.99881864e-01
  5.28839529e-01  3.52709949e-01  1.71401337e-01  8.93300414e-01
  5.51898241e-01  3.90584558e-01 -2.52463877e-01  9.99874711e-01
  4.32318509e-01  4.00098026e-01  1.69320568e-01  8.73107672e-01
  4.34716403e-01  3.87859553e-01 -2.17351884e-01  9.99708354e-01
 -7.04483222e-03 -9.19614977e-04  1.25213549e-01  9.99910593e-01
  1.43885408e-02  1.94942846e-03 -1.24092691e-01  9.99976039e-01
 -3.74330074e-01  2.16817185e-01  1.52375177e-01  3.07002246e-01
 -2.97258407e-01  1.83110431e-01 -7.54194036e-02  9.98072505e-01
 -6.86467350e-01  3.28264296e-01  2.81831354e-01  8.76633644e-01
 -6.76469266e-01  2.80712306e-01  1.63804181e-02  9.99795258e-01
 -7.17102647e-01  3.25183868e-01  3.02797139e-01  9.66327071e-01
 -7.07373977e-01  2.96651453e-01 -1.00203324e-02  9.99728858e-01
 -6.41044497e-01  4.08533454e-01  2.86852390e-01  9.80569601e-01
 -6.17352128e-01  3.89899939e-01 -6.40735701e-02  9.99619365e-01]"
0,"[-3.02908361e-01 -9.43803787e-03 -6.77887201e-01  9.99916911e-01
 -2.80003786e-01 -6.53164089e-02 -6.89209700e-01  9.99934554e-01
 -2.77802110e-01 -6.26297966e-02 -6.76962078e-01  9.99878764e-01
 -2.80694187e-01 -6.51837289e-02 -6.78407550e-01  9.99933362e-01
 -3.24361891e-01 -7.08284080e-02 -6.84838653e-01  9.99921799e-01
 -3.21372151e-01 -7.40877464e-02 -7.04323113e-01  9.99885917e-01
 -3.07322413e-01 -7.16039166e-02 -6.78455472e-01  9.99951839e-01
 -1.70727015e-01 -1.35565579e-01 -6.18605554e-01  9.99933004e-01
 -3.17559302e-01 -8.32832605e-02 -5.57090700e-01  9.99910474e-01
 -2.64960110e-01 -2.44059265e-02 -6.42742038e-01  9.99840975e-01
 -2.86839962e-01 -1.16169751e-02 -6.50361359e-01  9.99893427e-01
  7.36677647e-03 -8.56167525e-02 -4.60340440e-01  9.99799907e-01
 -4.62578952e-01 -1.37820557e-01 -3.07651550e-01  9.99938846e-01
  1.83566958e-01  3.82165238e-02 -4.75164801e-01  9.94245112e-01
 -5.32035649e-01  1.43066794e-02 -2.33087957e-01  2.16148555e-01
  2.58157760e-01  2.24967211e-01 -4.08644766e-01  9.52364802e-01
 -5.54721475e-01  2.30803460e-01 -2.24387661e-01  2.40994662e-01
  2.61899978e-01  2.67558485e-01 -4.25767660e-01  8.93594086e-01
 -5.81550837e-01  2.33694717e-01 -2.64469355e-01  2.11194485e-01
  2.15390071e-01  2.91345894e-01 -4.43296432e-01  9.14692760e-01
 -5.60554504e-01  2.03397423e-01 -2.79523283e-01  2.65326738e-01
  2.59614795e-01  2.46960849e-01 -4.17076558e-01  8.86912465e-01
 -5.42381644e-01  2.36876264e-01 -2.36522600e-01  2.65126973e-01
  7.54016638e-02  4.34147194e-04 -4.24438417e-02  9.99856710e-01
 -7.69761503e-02 -3.91037762e-03  3.99441272e-02  9.99899149e-01
  4.32702065e-01  2.16334462e-02  1.82971433e-01  1.63947850e-01
  2.78142989e-01 -2.13812068e-02  2.33016908e-01  3.14203985e-02
  6.58152461e-01 -5.43279052e-02  4.68080282e-01  3.33121747e-01
  5.39524257e-01 -2.69972831e-02  5.44089019e-01  9.03861597e-02
  6.72591448e-01 -3.94549370e-02  4.95555818e-01  3.68832022e-01
  5.54071069e-01 -1.33718103e-02  5.39652765e-01  2.02978075e-01
  6.39799654e-01  6.61088973e-02  4.31431949e-01  3.75659198e-01
  4.62958515e-01  4.02141213e-02  4.74876642e-01  1.63301095e-01]"
0,"[ 0.68528038  0.12353871 -0.306961    0.99974209  0.68988764  0.0863689
 -0.30456263  0.99952245  0.68895054  0.08624347 -0.29245514  0.99957162
  0.68891203  0.08562175 -0.29607311  0.99963129  0.69611663  0.08988757
 -0.34528053  0.99979883  0.69181168  0.09066583 -0.35879976  0.99988699
  0.68198353  0.09468979 -0.33574048  0.99991512  0.62171835  0.03150734
 -0.22449212  0.99986172  0.5393768   0.01038799 -0.3532106   0.99989593
  0.65822148  0.1318628  -0.26099595  0.99973077  0.6141991   0.12510268
 -0.32322788  0.99982601  0.4890613   0.00161991 -0.02963609  0.99977595
  0.43326828  0.04826043 -0.23297876  0.99997962  0.38226587  0.010488
  0.16113251  0.00947665  0.12797578 -0.00960684 -0.22866152  0.99603409
  0.43951219  0.17004032  0.35126361  0.08534912  0.17543042  0.12654112
 -0.16450708  0.99946135  0.5083546   0.17718989  0.38194659  0.28583729
  0.22420062  0.19034857 -0.2328551   0.99941659  0.52004278  0.1778567
  0.36771941  0.33779347  0.29247311  0.215781   -0.20685162  0.99933761
  0.4376995   0.18929005  0.34791362  0.34050447  0.21095106  0.14176902
 -0.16525254  0.99845374  0.02675365 -0.00300706  0.12982301  0.99978369
 -0.01885203  0.00447839 -0.12941411  0.99994242 -0.3569971   0.01548111
  0.23376098  0.0679943  -0.32914361  0.0311882   0.02306406  0.96564895
 -0.66347158  0.02396686  0.44060442  0.30822998 -0.70757443 -0.03277004
  0.24824704  0.98469388 -0.69527155  0.00625596  0.47112283  0.44333887
 -0.73682064 -0.03274833  0.23336314  0.94993544 -0.6791085   0.09114664
  0.4939602   0.63876081 -0.7007634   0.09622609  0.21292895  0.97214389]"
1,"[-0.65433031  0.06306321 -0.06151278  0.9999212  -0.6674912   0.03706548
 -0.09733527  0.99983883 -0.6669938   0.03659564 -0.08478111  0.99986255
 -0.66809887  0.03729662 -0.08908631  0.99985719 -0.68287712  0.02422334
 -0.07759769  0.99990523 -0.67967272  0.02264777 -0.08965712  0.99993742
 -0.66761029  0.0192299  -0.06904896  0.99995053 -0.62275672 -0.06943912
 -0.16221279  0.99990451 -0.59420615 -0.07997599 -0.00784001  0.99993646
 -0.6283201   0.01305134 -0.06768098  0.99948847 -0.59729749  0.01037054
 -0.0520159   0.9995259  -0.4805412  -0.03821249 -0.14633775  0.99984467
 -0.51699549 -0.15746281  0.20757495  0.9991014  -0.44616473  0.19991823
 -0.19372198  0.96024454 -0.39901602  0.07677484  0.21624787  0.01713598
 -0.475191    0.40630656 -0.05212754  0.95097482 -0.44353887  0.30228722
  0.16583234  0.06489307 -0.53567541  0.45191401 -0.04501949  0.95966762
 -0.49734122  0.29587612  0.14244489  0.10527248 -0.54968333  0.43472981
 -0.02137559  0.95796746 -0.53350216  0.28312743  0.12056214  0.10788745
 -0.47552606  0.40187442 -0.04045978  0.9286449  -0.47180837  0.31261796
  0.14961013  0.0970252  -0.00593053  0.03353439 -0.07381426  0.99962294
  0.00237803 -0.03579255  0.0747102   0.99931681  0.37898073  0.21107818
 -0.05281448  0.9351427   0.30988303  0.09104727  0.12629043  0.05350378
  0.73552245  0.30915791 -0.01472852  0.97030491  0.68722397  0.28191411
  0.23957197  0.16346389  0.76504213  0.34314072 -0.00360816  0.97322738
  0.71692693  0.30642772  0.20956813  0.33588132  0.69309258  0.44205695
 -0.00311184  0.97049606  0.6325658   0.40962568  0.20996495  0.39751253]"
0,"[-0.59398854  0.30568552 -0.36947504  0.99973327 -0.59648788  0.25623628
 -0.40574345  0.99974698 -0.59446323  0.25664809 -0.39338297  0.99974102
 -0.59730065  0.25690925 -0.39409965  0.9997775  -0.62878567  0.25726971
 -0.38381839  0.99982125 -0.6269632   0.252864   -0.3995429   0.99986446
 -0.61443192  0.24417004 -0.37634352  0.99990761 -0.50732231  0.12612559
 -0.44701254  0.99985456 -0.53820854  0.13888162 -0.29795671  0.99990594
 -0.55320537  0.26103216 -0.37202859  0.99982977 -0.54581827  0.25463146
 -0.35672665  0.99986458 -0.25292763  0.07536086 -0.34960741  0.99970847
 -0.59122938  0.03433722 -0.0626708   0.99991775 -0.03026378  0.12682432
 -0.34983045  0.99351561 -0.49666697  0.11773399  0.0934197   0.04949754
 -0.03364871  0.32347286 -0.25010136  0.99400395 -0.5324015   0.31235307
  0.13162759  0.88690704 -0.05362713  0.39160204 -0.25545529  0.99265599
 -0.59580952  0.32156038  0.09481301  0.94009894 -0.09658273  0.38100624
 -0.24832836  0.99292374 -0.60498989  0.30457121  0.08439059  0.94317734
 -0.04459801  0.32191363 -0.24438448  0.98455924 -0.53787178  0.32563424
  0.12006763  0.92859268  0.064326    0.03249877 -0.06695865  0.99978894
 -0.07124847 -0.03558464  0.0637993   0.99984956  0.36675081  0.13619268
  0.14859197  0.68810868  0.21778001 -0.20922972  0.26578093  0.07372691
  0.58996099  0.156573    0.42632589  0.93055975  0.50086361 -0.37229633
  0.52530432  0.37586159  0.61450899  0.19012079  0.45824423  0.93978024
  0.52184826 -0.37202108  0.51638991  0.53278208  0.57147461  0.34781432
  0.47414821  0.92799538  0.46092516 -0.26695922  0.51857001  0.60062933]"
0,"[-0.66803461  0.08168759 -0.38115317  0.99972814 -0.64066899  0.04267911
 -0.417151    0.99970752 -0.63917881  0.04334206 -0.40332907  0.99961096
 -0.64168245  0.04394221 -0.40475234  0.99970883 -0.66677213  0.02178513
 -0.39744577  0.99980515 -0.66364902  0.02016066 -0.41160831  0.99983323
 -0.64890081  0.01619354 -0.38831905  0.99988914 -0.49517089 -0.00388358
 -0.46639502  0.99979323 -0.516913   -0.03073755 -0.33016467  0.99983835
 -0.61660677  0.07232135 -0.3835147   0.99978703 -0.60370708  0.06296915
 -0.37382659  0.99976772 -0.29870391  0.03735678 -0.34023961  0.99982798
 -0.52034557 -0.16067837 -0.13431704  0.9997744  -0.09953648  0.00983664
 -0.26984566  0.98989689 -0.37816039 -0.22987168 -0.00105053  0.07664419
 -0.15660647  0.16556627 -0.0925276   0.74871063 -0.42847183 -0.00833669
  0.12619664  0.00805032 -0.21466091  0.21404171 -0.08194879  0.64669311
 -0.48378062 -0.00527114  0.11441272  0.01131794 -0.23815556  0.20086345
 -0.08098259  0.63115889 -0.48617148  0.00231676  0.10012516  0.01116924
 -0.16074751  0.16420321 -0.08790372  0.47852662 -0.43682438  0.01387594
  0.114758    0.01149985  0.0437592   0.05037665 -0.04922964  0.99987996
 -0.0478503  -0.0542898   0.04907399  0.99981374  0.40157157  0.11901227
  0.11716848  0.95033997  0.22239366 -0.01642694  0.26172295  0.05936523
  0.70963752  0.12886746  0.34387681  0.97074729  0.57202184  0.04784859
  0.51269978  0.34405747  0.72923994  0.15685856  0.37227723  0.94629252
  0.59708852  0.06722215  0.50249797  0.48098084  0.68127018  0.25489622
  0.39719215  0.93367887  0.49299762  0.16278438  0.5379048   0.43922353]"
1,"[-0.01384631 -0.16876261 -0.73498565  1.          0.00465695 -0.17934491
 -0.77284569  1.          0.04149957 -0.19915707 -0.76099664  1.
  0.04402934 -0.1747282  -0.77874696  1.         -0.01923633 -0.26011434
 -0.75418293  1.         -0.01847659 -0.24156652 -0.77655065  1.
 -0.04631038 -0.21864338 -0.77436149  1.          0.08557555 -0.16142593
 -0.67659765  1.         -0.09375198 -0.22775246 -0.68029308  1.
 -0.02859728 -0.20119044 -0.64559513  1.         -0.01326313 -0.13259603
 -0.75882256  1.          0.19000235 -0.15839201 -0.43706751  1.
 -0.19965667 -0.32846639 -0.3590143   1.          0.26873091  0.09833626
 -0.44630384  1.         -0.29269862 -0.11635847 -0.50322223  1.
  0.46976221  0.3932927  -0.51697505  1.         -0.40562576  0.06593907
 -0.53133833  1.          0.49963278  0.3755039  -0.57743526  1.
 -0.49101707  0.03799665 -0.57112312  1.          0.52251786  0.41766906
 -0.55865961  1.         -0.35413411  0.01520102 -0.64848983  1.
  0.54135978  0.4229176  -0.55011863  1.         -0.41449153  0.07167116
 -0.62348604  1.          0.09789535  0.04359383  0.0460581   1.
 -0.10912549  0.00607034 -0.03689631  1.          0.12768599  0.19023076
  0.31432354  1.         -0.2395944  -0.04175432  0.30187577  1.
  0.23163489  0.33263403  0.74252498  0.99998999 -0.33136222  0.2996316
  0.65638483  0.99999404  0.18238343  0.34940648  0.80196971  0.99329752
 -0.3482798   0.31744242  0.62374502  0.99804807  0.20080155  0.42823428
  0.84598237  0.99999988 -0.43829292  0.40383089  0.6450392   1.        ]"
1,"[ 0.62244242  0.14675802 -0.29481885  0.99999952  0.63977891  0.10640427
 -0.30463254  0.99999917  0.63917768  0.10600744 -0.29246622  0.99999952
  0.63856286  0.10509916 -0.29539117  0.9999994   0.63887066  0.11863595
 -0.34605113  0.99999964  0.63673329  0.1197298  -0.35970631  0.99999988
  0.62602234  0.12470914 -0.33480421  0.99999976  0.58905309  0.00509382
 -0.25393978  0.99999964  0.49203691  0.03147443 -0.3995221   0.99999952
  0.5981108   0.13168651 -0.2599555   0.99999917  0.55314821  0.1368719
 -0.33010229  0.99999917  0.48700941 -0.03184887 -0.07225246  0.99999642
  0.42189765  0.09647687 -0.30209085  0.99999642  0.52752465  0.19433576
  0.04254781  0.81292981  0.33613598  0.33748704 -0.35536602  0.9998343
  0.51929802  0.43502301  0.09047022  0.95578545  0.34041303  0.52916098
 -0.3777819   0.99990165  0.59654164  0.44274399  0.11809896  0.96506715
  0.39178875  0.57911545 -0.46613327  0.99985933  0.58239472  0.44869125
  0.07705712  0.96822417  0.46271428  0.57309753 -0.42990747  0.99983978
  0.50435418  0.46070111  0.07957068  0.96092224  0.37699386  0.53598899
 -0.37398162  0.99952698  0.0413532  -0.03653877  0.12099138  0.99999607
 -0.03358931  0.0380579  -0.1192705   0.99999821 -0.30292633  0.05173599
  0.3467595   0.75822514 -0.32455274  0.15711641  0.09642958  0.99954861
 -0.58712286  0.14690331  0.61416316  0.94508827 -0.67483091  0.19931059
  0.3010287   0.9997918  -0.61278999  0.14371787  0.65358347  0.96961719
 -0.70268303  0.21681005  0.29036045  0.99915981 -0.55418664  0.24110413
  0.69152588  0.98113394 -0.64157158  0.33151802  0.27172077  0.99931967]"
